id_plant,id_dropping,date_collection,regurg,seed_sp1,seed_n1,seed_sp2,seed_n2,viability,barcoded,bird_sp,bird_sp_short,bc_criteria,mh,indiv_samp_eff,plant_sp,seed_sp3,seed_n3,seed_sp4,seed_n4,total_samp_eff
314,PLE4005,2020-02-10,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,B,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE4005,2020-02-10,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,B,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE4007,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE4008,2020-02-10,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE4009,2020-02-10,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
315,PLE4011,2020-02-10,no,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE4014,2020-02-10,unknown,asparagus,1,NA,NA,NA,no,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE4014,2020-02-10,unknown,asparagus,1,NA,NA,NA,no,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE4015,2020-02-10,unknown,asparagus,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE4016,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE4017,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
319,PLE4021,2020-02-10,unknown,rubia,1,NA,NA,SINK,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
319,PLE4022,2020-02-10,no,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
319,PLE4024,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
320,PLE4025,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
320,PLE4027,2020-02-10,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
320,PLE4029,2020-02-10,prob,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
321,PLE4030,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
321,PLE4032,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,B,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE4033,2020-02-10,unknown,asparagus,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE4034,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,B,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE4035,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,B,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE4037,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE4037,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE4037,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE4037,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE4037,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE4038,2020-02-10,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE4039,2020-02-10,unknown,asparagus,1,NA,NA,NA,no,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE4040,2020-02-10,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE4041,2020-02-10,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE4042,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
334,PLE4044,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
334,PLE4045,2020-02-10,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
334,PLE4046,2020-02-10,yes,pistacia,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
336,PLE4049,2020-02-10,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
338,PLE4050,2020-02-10,unknown,asparagus,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
306,PLE4055,2020-02-19,unknown,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE4057,2020-02-19,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE4057,2020-02-19,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE4058,2020-02-19,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,B,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE4059,2020-02-19,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
315,PLE4061,2020-02-19,no,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
315,PLE4062,2020-02-19,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE4064,2020-02-19,prob,pistacia,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,B,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
319,PLE4067,2020-02-19,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
320,PLE4068,2020-02-19,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE4075,2019-08-21,no,pistacia,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
FR1,MH1,2019-09-10,prob,pistacia,1,NA,NA,SINK,yes,Phoenicurus phoenicurus,Pho.pho,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR1,MH2,2019-09-10,yes,pistacia,1,NA,NA,SINK,yes,Phoenicurus phoenicurus,Pho.pho,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR10,MH3,2019-09-10,yes,pistacia,1,NA,NA,FLOAT,yes,Phoenicurus phoenicurus,Pho.pho,A,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR12,MH4,2019-09-10,prob,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR13,MH5,2019-09-10,no,phillyrea,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,"Phylirea angustifolia, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR14,MH6,2019-09-10,no,rubus,6,NA,NA,NA,no,NA,NA,NA,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR14,MH7,2019-09-10,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR15,MH8,2019-09-10,unknown,phillyrea,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR15,MH9,2019-09-10,no,pistacia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR15,MH10,2019-09-10,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR15,MH11,2019-09-10,no,phillyrea,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR15,MH12,2019-09-10,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR3,MH13,2019-09-10,no,phillyrea,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,A,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR4,MH14,2019-09-10,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR4,MH15,2019-09-10,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR4,MH16,2019-09-10,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR5,MH17,2019-09-10,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia hortensis,Syl.hor,A,FR,0.168,"Olea europaea, Smilax aspera",NA,NA,NA,NA,2.5245
FR5,MH18,2019-09-10,no,rubia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Smilax aspera",NA,NA,NA,NA,2.5245
FR6,MH20,2019-09-10,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR6,MH21,2019-09-10,no,rubus,3,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR6,MH22,2019-09-10,prob,phillyrea,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR6,MH23,2019-09-10,unknown,phillyrea,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR6,MH24,2019-09-10,no,pistacia,2,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR7,MH25,2019-09-10,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR9,MH26,2019-09-10,no,pistacia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,FR,0.168,Daphne gnidium,NA,NA,NA,NA,2.5245
FR9,MH27,2019-09-10,unknown,daphne,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A,FR,0.168,Daphne gnidium,NA,NA,NA,NA,2.5245
FR11,MH28,2019-09-23,no,rubus,11,NA,NA,FLOAT,yes,Cyanopica cooki,Cya.coo,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR3,MH29,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,B,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR3,MH30,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia undata,Syl.und,A,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR4,MH31,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,B,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR4,MH32,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR4,MH33,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR7,MH35,2019-09-23,prob,corema,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR9,MH36,2019-09-23,no,rubus,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,Daphne gnidium,NA,NA,NA,NA,2.5245
FR1,MH37,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR15,MH39,2019-09-24,prob,pistacia,1,NA,NA,FLOAT,yes,Phoenicurus phoenicurus,Pho.pho,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR2,MH41,2019-09-24,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Daphne gnidium,NA,NA,NA,NA,2.5245
FR2,MH42,2019-09-24,unknown,phillyrea,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Daphne gnidium,NA,NA,NA,NA,2.5245
FR5,MH43,2019-09-24,yes,pistacia,1,NA,NA,FLOAT,yes,Phoenicurus phoenicurus,Pho.pho,A,FR,0.168,"Olea europaea, Smilax aspera",NA,NA,NA,NA,2.5245
FR10,MH44,2019-10-07,unknown,asparagus,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR10,MH45,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR12,MH46,2019-10-07,no,phillyrea,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR13,MH48,2019-10-07,no,pistacia,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A,FR,0.168,"Phylirea angustifolia, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR2,MH49,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Daphne gnidium,NA,NA,NA,NA,2.5245
FR4,MH50,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR4,MH51,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR4,MH52,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR7,MH53,2019-10-07,no,corema,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR8,MH54,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,B,FR,0.168,"Myrtus communis, Daphne gnidium, Smilax aspera",NA,NA,NA,NA,2.5245
FR1,MH55,2019-10-08,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR1,MH56,2019-10-08,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR1,MH57,2019-10-08,unknown,unidentified,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR15,MH58,2019-10-08,no,pistacia,2,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR3,MH59,2019-10-08,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR3,MH60,2019-10-08,yes,pistacia,1,NA,NA,FLOAT,yes,Sturnus unicolor,Stu.uni,B,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR3,MH61,2019-10-08,prob,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR5,MH62,2019-10-08,unknown,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Smilax aspera",NA,NA,NA,NA,2.5245
FR5,MH63,2019-10-08,prob,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Smilax aspera",NA,NA,NA,NA,2.5245
FR6,MH64,2019-10-08,no,rubus,5,NA,NA,NA,no,NA,NA,NA,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR6,MH65,2019-10-08,unknown,asparagus,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR11,MH66,2019-10-22,unknown,rubia,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR11,MH67,2019-10-22,unknown,rubia,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR11,MH68,2019-10-22,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR12,MH69,2019-10-22,prob,smilax,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR12,MH70,2019-10-22,no,pistacia,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR13,MH71,2019-10-22,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,FR,0.168,"Phylirea angustifolia, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR13,MH72,2019-10-22,unknown,rubia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Phylirea angustifolia, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR15,MH73,2019-10-22,unknown,asparagus,1,NA,NA,SINK,yes,NA,NA,NA,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR15,MH74,2019-10-22,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR15,MH75,2019-10-22,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR15,MH76,2019-10-22,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR15,MH77,2019-10-22,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR3,MH79,2019-10-22,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR3,MH80,2019-10-22,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR3,MH81,2019-10-22,no,rubia,2,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR3,MH82,2019-10-22,yes,pistacia,1,NA,NA,FLOAT,yes,Sylvia atricapilla,Syl.atr,A,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR3,MH83,2019-10-22,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Myrtus communis,NA,NA,NA,NA,2.5245
FR4,MH84,2019-10-22,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia undata,Syl.und,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR4,MH85,2019-10-22,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR4,MH86,2019-10-22,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR4,MH87,2019-10-22,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR4,MH88,2019-10-22,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR6,MH89,2019-10-22,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR6,MH90,2019-10-22,no,rubia,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR7,MH91,2019-10-22,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR7,MH92,2019-10-22,yes,pistacia,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR7,MH93,2019-10-22,yes,pistacia,1,NA,NA,FLOAT,yes,Phoenicurus phoenicurus,Pho.pho,A,FR,0.168,"Olea europaea, Asparagus aphyllus",NA,NA,NA,NA,2.5245
FR9,MH94,2019-10-22,no,rubus,2,unidentified,2,NA,no,NA,NA,NA,FR,0.168,Daphne gnidium,NA,NA,NA,NA,2.5245
FR9,MH95,2019-10-22,unknown,daphne,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,Daphne gnidium,NA,NA,NA,NA,2.5245
FR9,MH96,2019-10-22,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Daphne gnidium,NA,NA,NA,NA,2.5245
FR1,MH97,2019-10-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR1,MH98,2019-10-23,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR1,MH99,2019-10-23,prob,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR1,MH100,2019-10-23,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR14,MH101,2019-10-23,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR14,MH102,2019-10-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Phylirea angustifolia,NA,NA,NA,NA,2.5245
FR5,MH103,2019-10-23,yes,pistacia,1,NA,NA,FLOAT,yes,Turdus merula,Tur.mer,A,FR,0.168,"Olea europaea, Smilax aspera",NA,NA,NA,NA,2.5245
FR5,MH104,2019-10-23,unknown,rubia,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,"Olea europaea, Smilax aspera",NA,NA,NA,NA,2.5245
FR5,MH105,2019-10-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Smilax aspera",NA,NA,NA,NA,2.5245
FR5,MH106,2019-10-23,no,rubia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,"Olea europaea, Smilax aspera",NA,NA,NA,NA,2.5245
FR1,MH107,2019-11-05,unknown,asparagus,1,NA,NA,NA,no,NA,NA,NA,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
FR1,MH108,2019-11-05,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,FR,0.168,Olea europaea,NA,NA,NA,NA,2.5245
