id_plant,id_dropping,date_collection,regurg,seed_sp1,seed_n1,seed_sp2,seed_n2,viability,barcoded,bird_sp,bird_sp_short,bc_criteria,mh,indiv_samp_eff,plant_sp,seed_sp3,seed_n3,seed_sp4,seed_n4,total_samp_eff
301,PLE1374,2019-09-09,no,rubus,2,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
301,PLE1375,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
301,PLE1376,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
302,PLE1377,2019-09-09,yes,pistacia,1,NA,NA,FLOAT,yes,Luscinia megarhynchos,Lus.meg,B,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
302,PLE1380,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1383,2019-09-09,prob,phillyrea,1,NA,NA,NA,no,NA,NA,NA,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1384,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1387,2019-09-09,unknown,phillyrea,1,NA,NA,SINK,yes,Phoenicurus phoenicurus,Pho.pho,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1389,2019-09-09,unknown,phillyrea,1,NA,NA,FLOAT,yes,Sylvia hortensis,Syl.hor,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1390,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1391,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1394,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1409,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1410,2019-09-09,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1411,2019-09-09,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1412,2019-09-09,yes,phillyrea,1,NA,NA,SINK,yes,Sylvia borin,Syl.bor,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1413,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1414,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1415,2019-09-09,no,pistacia,2,NA,NA,FLOAT,yes,Sylvia borin,Syl.bor,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1416,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia borin,Syl.bor,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1417,2019-09-09,yes,phillyrea,1,NA,NA,FLOAT,yes,Sturnus unicolor,Stu.uni,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1417,2019-09-09,yes,phillyrea,1,NA,NA,FLOAT,yes,Sturnus unicolor,Stu.uni,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1417,2019-09-09,yes,phillyrea,1,NA,NA,FLOAT,yes,Sturnus unicolor,Stu.uni,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1418,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1418,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
313,PLE1419,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Saxicola rubicola,Sax.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE1421,2019-09-09,unknown,phillyrea,1,NA,NA,FLOAT,yes,Sylvia hortensis,Syl.hor,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE1422,2019-09-09,no,rubus,4,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE1424,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE1425,2019-09-09,unknown,pistacia,1,NA,NA,NA,no,NA,NA,NA,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE1426,2019-09-09,no,pistacia,1,rubus,5,FLOAT,yes,Sturnus unicolor,Stu.uni,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE1430,2019-09-09,no,pistacia,2,rubus,4,SINK,yes,Sturnus unicolor,Stu.uni,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE1432,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
315,PLE1438,2019-09-09,unknown,pistacia,1,NA,NA,SINK,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1439,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
319,PLE1441,2019-09-09,unknown,phillyrea,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
324,PLE1453,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,B,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
325,PLE1455,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE1456,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Turdus merula,Tur.mer,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE1457,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE1458,2019-09-09,prob,pistacia,1,NA,NA,SINK,yes,Ficedula hypoleuca,Fic.hyp,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE1459,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia hortensis,Syl.hor,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE1460,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,B,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE1462,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia hortensis,Syl.hor,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
329,PLE1468,2019-09-09,no,phillyrea,1,NA,NA,SINK,yes,Sylvia cantillans,Syl.can,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
330,PLE1469,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia cantillans,Syl.can,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
330,PLE1470,2019-09-09,no,phillyrea,2,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
331,PLE1472,2019-09-09,no,phillyrea,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
335,PLE1479,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
337,PLE1485,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia undata,Syl.und,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
337,PLE1488,2019-09-09,unknown,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
337,PLE1489,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
338,PLE1492,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
339,PLE1494,2019-09-09,no,phillyrea,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
301,PLE1500,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
301,PLE1501,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
301,PLE1502,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
302,PLE1503,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,low_bp_similarity,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
302,PLE1505,2019-09-23,yes,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
302,PLE1507,2019-09-23,no,phillyrea,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1509,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1513,2019-09-23,yes,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1515,2019-09-23,prob,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,B,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
305,PLE1518,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE1521,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia undata,Syl.und,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
314,PLE1525,2019-09-23,yes,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
316,PLE1529,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
316,PLE1530,2019-09-23,unknown,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
316,PLE1531,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
320,PLE1532,2019-09-23,unknown,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
320,PLE1534,2019-09-23,prob,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
320,PLE1535,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
321,PLE1537,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
321,PLE1540,2019-09-23,prob,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,B,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
322,PLE1542,2019-09-23,no,smilax,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
323,PLE1545,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Phoenicurus phoenicurus,Pho.pho,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
323,PLE1546,2019-09-23,no,rubia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
323,PLE1547,2019-09-23,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
325,PLE1549,2019-09-23,yes,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE1550,2019-09-23,yes,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE1552,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE1553,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
326,PLE1554,2019-09-23,unknown,phillyrea,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE1555,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE1557,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE1558,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE1559,2019-09-23,yes,pistacia,1,NA,NA,SINK,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
327,PLE1561,2019-09-23,no,unidentified,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
335,PLE1563,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
336,PLE1565,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
337,PLE1568,2019-09-23,prob,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
337,PLE1569,2019-09-23,unknown,phillyrea,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
337,PLE1570,2019-09-23,prob,pistacia,1,NA,NA,SINK,yes,Turdus merula,Tur.mer,B,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
338,PLE1573,2019-09-23,yes,pistacia,1,NA,NA,FLOAT,yes,Phoenicurus phoenicurus,Pho.pho,B,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
338,PLE1575,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
340,PLE1580,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
382,PLE1582,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
306,PLE1584,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
307,PLE1586,2019-09-24,prob,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
308,PLE1589,2019-09-24,prob,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
309,PLE1592,2019-09-24,prob,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1598,2019-09-24,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1599,2019-09-24,no,pistacia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1601,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1602,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1603,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
312,PLE1604,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1606,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,B,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1607,2019-09-24,yes,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1608,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1609,2019-09-24,no,pistacia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1610,2019-09-24,no,phillyrea,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1611,2019-09-24,no,phillyrea,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1612,2019-09-24,no,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1613,2019-09-24,no,asparagus,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1614,2019-09-24,unknown,phillyrea,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1615,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1616,2019-09-24,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1617,2019-09-24,unknown,rubia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1618,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
329,PLE1620,2019-09-24,no,rubia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
331,PLE1622,2019-09-24,unknown,pistacia,1,NA,NA,SINK,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
332,PLE1626,2019-09-24,no,pistacia,2,NA,NA,FLOAT,yes,Sylvia hortensis,Syl.hor,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
301,PLE1632,2019-10-07,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
301,PLE1633,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
303,PLE1636,2019-10-07,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1637,2019-10-07,prob,pistacia,1,NA,NA,NA,no,NA,NA,NA,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1640,2019-10-07,no,pistacia,1,NA,NA,NA,no,NA,NA,NA,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1641,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia undata,Syl.und,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1642,2019-10-07,unknown,pistacia,1,NA,NA,FLOAT,yes,Sylvia undata,Syl.und,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1643,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1644,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1645,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1647,2019-10-07,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1648,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1650,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Phoenicurus phoenicurus,Pho.pho,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
304,PLE1652,2019-10-07,no,pistacia,2,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
306,PLE1655,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
307,PLE1660,2019-10-07,unknown,daphne,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
308,PLE1663,2019-10-07,no,rubia,3,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
310,PLE1665,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
310,PLE1666,2019-10-07,no,rubia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
310,PLE1667,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
311,PLE1668,2019-10-07,unknown,pistacia,1,NA,NA,SINK,yes,NA,NA,NA,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1670,2019-10-07,no,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
318,PLE1673,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
319,PLE1676,2019-10-07,no,smilax,2,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
320,PLE1677,2019-10-07,yes,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
320,PLE1679,2019-10-07,no,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,B,PL,0.44,Pistacia lentiscus,NA,NA,NA,NA,9.68
322,PLE1685,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
323,PLE1686,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia undata,Syl.und,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
323,PLE1687,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia undata,Syl.und,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
323,PLE1688,2019-10-07,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia undata,Syl.und,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
323,PLE1690,2019-10-07,unknown,pistacia,1,NA,NA,SINK,yes,Saxicola rubicola,Sax.rub,A,PL,0.22,Pistacia lentiscus,NA,NA,NA,NA,9.68
