date,bird_sp,no_fruits,visit_lenght_s,method,bodymass,bodymass.sd,gape_width,gape_width.sd,diet
2019-12-03,Turdus merula,1,150,full_plant,86.9,6.471801180994035,13.47,1.0136437659308748,SD
2019-12-03,Sylvia melanocephala,4,175,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-03,Sylvia melanocephala,1,110,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-03,Sylvia melanocephala,1,18,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-03,Sylvia melanocephala,2,42,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-03,Sylvia melanocephala,2,174,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-03,Sylvia melanocephala,2,28,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-03,Erithacus rubecula,2,87,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-03,Sylvia melanocephala,2,58,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-03,Sylvia melanocephala,1,164,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-03,Sylvia melanocephala,1,40,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-03,Erithacus rubecula,1,49,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-03,Erithacus rubecula,1,59,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-04,Erithacus rubecula,2,42,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-04,Erithacus rubecula,3,46,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-04,Erithacus rubecula,1,33,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-04,Erithacus rubecula,1,41,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-04,Erithacus rubecula,1,81,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-04,Erithacus rubecula,4,107,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-04,Erithacus rubecula,1,27,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-04,Erithacus rubecula,2,72,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-04,Erithacus rubecula,1,145,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-11,Erithacus rubecula,1,58,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-11,Erithacus rubecula,1,115,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-11,Sylvia melanocephala,1,29,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-11,Sylvia melanocephala,1,44,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-11,Sylvia melanocephala,1,34,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-11,Sylvia melanocephala,1,11,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
2019-12-11,Erithacus rubecula,1,70,full_plant,15.42,0.7964394449508918,7.675,0.3596416344962828,SD
2019-12-11,Sylvia melanocephala,1,44,full_plant,11.54,1.0683977181792026,6.425,0.24682190468347617,SD
