site,id_plant,trap_area,id_dropping,date_collection,regurg,seed_sp1,seed_n1,seed_sp2,seed_n2,viability,barcoded,bird_sp,bird_sp_short,bc_criteria
Puntal,301,0.22,PLE1374,2019-09-09,no,rubus,2,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,301,0.22,PLE1375,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,301,0.22,PLE1376,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,302,0.22,PLE1377,2019-09-09,yes,pistacia,1,NA,NA,FLOAT,yes,Luscinia megarhynchos,Lus.meg,B
Puntal,302,0.22,PLE1378,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Luscinia megarhynchos,Lus.meg,A
Puntal,302,0.22,PLE1379,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Luscinia megarhynchos,Lus.meg,A
Puntal,302,0.22,PLE1380,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,303,0.22,PLE1381,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,304,0.44,PLE1382,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Hippolais polyglotta,Hip.pol,B
Puntal,304,0.44,PLE1383,2019-09-09,prob,phillyrea,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE1384,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A
Puntal,304,0.44,PLE1385,2019-09-09,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE1386,2019-09-09,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE1387,2019-09-09,unknown,phillyrea,1,NA,NA,SINK,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,304,0.44,PLE1388,2019-09-09,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE1389,2019-09-09,unknown,phillyrea,1,NA,NA,FLOAT,yes,Sylvia hortensis,Syl.hor,A
Puntal,304,0.44,PLE1390,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A
Puntal,304,0.44,PLE1391,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,304,0.44,PLE1392,2019-09-09,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE1393,2019-09-09,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE1394,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A
Puntal,304,0.44,PLE1395,2019-09-09,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,305,0.22,PLE1396,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,306,0.22,PLE1397,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Sylvia communis,Syl.com,A
Puntal,306,0.22,PLE1398,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,306,0.22,PLE1399,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,307,0.22,PLE1400,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,307,0.22,PLE1401,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,308,0.22,PLE1402,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,308,0.22,PLE1403,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,309,0.22,PLE1404,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,B
Puntal,310,0.22,PLE1405,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,310,0.22,PLE1406,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Luscinia megarhynchos,Lus.meg,A
Puntal,311,0.22,PLE1408,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,312,0.22,PLE1409,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A
Puntal,312,0.22,PLE1410,2019-09-09,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,312,0.22,PLE1411,2019-09-09,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,312,0.22,PLE1412,2019-09-09,yes,phillyrea,1,NA,NA,SINK,yes,Sylvia borin,Syl.bor,A
Puntal,312,0.22,PLE1413,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A
Puntal,312,0.22,PLE1414,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A
Puntal,312,0.22,PLE1415,2019-09-09,no,pistacia,2,NA,NA,FLOAT,yes,Sylvia borin,Syl.bor,A
Puntal,312,0.22,PLE1416,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia borin,Syl.bor,A
Puntal,312,0.22,PLE1417,2019-09-09,yes,phillyrea,1,NA,NA,FLOAT,yes,Sturnus unicolor,Stu.uni,A
Puntal,312,0.22,PLE1417,2019-09-09,yes,phillyrea,1,NA,NA,FLOAT,yes,Sturnus unicolor,Stu.uni,A
Puntal,312,0.22,PLE1417,2019-09-09,yes,phillyrea,1,NA,NA,FLOAT,yes,Sturnus unicolor,Stu.uni,A
Puntal,312,0.22,PLE1418,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A
Puntal,312,0.22,PLE1418,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A
Puntal,313,0.22,PLE1419,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Saxicola rubicola,Sax.rub,A
Puntal,313,0.22,PLE1420,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Saxicola rubicola,Sax.rub,A
Puntal,314,0.44,PLE1421,2019-09-09,unknown,phillyrea,1,NA,NA,FLOAT,yes,Sylvia hortensis,Syl.hor,A
Puntal,314,0.44,PLE1422,2019-09-09,no,rubus,4,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A
Puntal,314,0.44,PLE1423,2019-09-09,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,314,0.44,PLE1424,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,314,0.44,PLE1425,2019-09-09,unknown,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,314,0.44,PLE1426,2019-09-09,no,pistacia,1,rubus,5,FLOAT,yes,Sturnus unicolor,Stu.uni,A
Puntal,314,0.44,PLE1428,2019-09-09,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,314,0.44,PLE1430,2019-09-09,no,pistacia,2,rubus,4,SINK,yes,Sturnus unicolor,Stu.uni,A
Puntal,314,0.44,PLE1431,2019-09-09,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,314,0.44,PLE1432,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,314,0.44,PLE1433,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,314,0.44,PLE1434,2019-09-09,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,315,0.22,PLE1435,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,315,0.22,PLE1436,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Sturnus unicolor,Stu.uni,A
Puntal,315,0.22,PLE1437,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Luscinia megarhynchos,Lus.meg,A
Puntal,315,0.22,PLE1438,2019-09-09,unknown,pistacia,1,NA,NA,SINK,yes,NA,NA,NA
Puntal,318,0.22,PLE1439,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,318,0.22,PLE1440,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,319,0.22,PLE1441,2019-09-09,unknown,phillyrea,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A
Puntal,320,0.44,PLE1442,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,320,0.44,PLE1443,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,320,0.44,PLE1444,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,321,0.22,PLE1445,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,321,0.22,PLE1446,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,321,0.22,PLE1447,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,323,0.22,PLE1450,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Sylvia communis,Syl.com,B
Puntal,324,0.22,PLE1451,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Sylvia communis,Syl.com,B
Puntal,324,0.22,PLE1452,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Sylvia communis,Syl.com,A
Puntal,324,0.22,PLE1453,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,B
Puntal,325,0.22,PLE1454,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,325,0.22,PLE1455,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A
Puntal,326,0.22,PLE1456,2019-09-09,yes,pistacia,1,NA,NA,SINK,yes,Turdus merula,Tur.mer,A
Puntal,326,0.22,PLE1457,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A
Puntal,326,0.22,PLE1458,2019-09-09,prob,pistacia,1,NA,NA,SINK,yes,Ficedula hypoleuca,Fic.hyp,A
Puntal,326,0.22,PLE1459,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia hortensis,Syl.hor,A
Puntal,326,0.22,PLE1460,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,B
Puntal,326,0.22,PLE1461,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,326,0.22,PLE1462,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia hortensis,Syl.hor,A
Puntal,327,0.22,PLE1463,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,327,0.22,PLE1464,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,327,0.22,PLE1465,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,329,0.22,PLE1466,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,329,0.22,PLE1467,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,329,0.22,PLE1468,2019-09-09,no,phillyrea,1,NA,NA,SINK,yes,Sylvia cantillans,Syl.can,A
Puntal,330,0.22,PLE1469,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia cantillans,Syl.can,A
Puntal,330,0.22,PLE1470,2019-09-09,no,phillyrea,2,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,330,0.22,PLE1471,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,331,0.22,PLE1472,2019-09-09,no,phillyrea,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,331,0.22,PLE1473,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,331,0.22,PLE1475,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,332,0.22,PLE1476,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,332,0.22,PLE1477,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,332,0.22,PLE1478,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,335,0.22,PLE1479,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia communis,Syl.com,A
Puntal,335,0.22,PLE1480,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,336,0.22,PLE1481,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,336,0.22,PLE1482,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,C
Puntal,336,0.22,PLE1483,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,336,0.22,PLE1484,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,337,0.22,PLE1485,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia undata,Syl.und,A
Puntal,337,0.22,PLE1486,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Luscinia megarhynchos,Lus.meg,A
Puntal,337,0.22,PLE1487,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,337,0.22,PLE1488,2019-09-09,unknown,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,337,0.22,PLE1489,2019-09-09,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,338,0.44,PLE1490,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,338,0.44,PLE1491,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,338,0.44,PLE1492,2019-09-09,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,338,0.44,PLE1493,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,339,0.22,PLE1494,2019-09-09,no,phillyrea,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,340,0.22,PLE1495,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Sylvia communis,Syl.com,A
Puntal,340,0.22,PLE1496,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,383,0.22,PLE1497,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,383,0.22,PLE1498,2019-09-09,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,301,0.22,PLE1500,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,301,0.22,PLE1501,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,301,0.22,PLE1502,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,302,0.22,PLE1503,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,low_bp_similarity
Puntal,302,0.22,PLE1504,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Luscinia megarhynchos,Lus.meg,A
Puntal,302,0.22,PLE1505,2019-09-23,yes,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,302,0.22,PLE1506,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Luscinia megarhynchos,Lus.meg,A
Puntal,302,0.22,PLE1507,2019-09-23,no,phillyrea,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,303,0.22,PLE1508,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,304,0.44,PLE1509,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,304,0.44,PLE1510,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,304,0.44,PLE1511,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Luscinia megarhynchos,Lus.meg,A
Puntal,304,0.44,PLE1512,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Ficedula hypoleuca,Fic.hyp,A
Puntal,304,0.44,PLE1513,2019-09-23,yes,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A
Puntal,304,0.44,PLE1514,2019-09-23,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE1515,2019-09-23,prob,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,B
Puntal,304,0.44,PLE1516,2019-09-23,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,305,0.22,PLE1517,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,low_bp_similarity
Puntal,305,0.22,PLE1518,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,305,0.22,PLE1519,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,305,0.22,PLE1520,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,314,0.44,PLE1521,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia undata,Syl.und,A
Puntal,314,0.44,PLE1522,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,314,0.44,PLE1524,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,314,0.44,PLE1525,2019-09-23,yes,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,314,0.44,PLE1526,2019-09-23,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,314,0.44,PLE1527,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Luscinia megarhynchos,Lus.meg,A
Puntal,315,0.22,PLE1528,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,316,0.22,PLE1529,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,316,0.22,PLE1530,2019-09-23,unknown,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,316,0.22,PLE1531,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,320,0.44,PLE1532,2019-09-23,unknown,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A
Puntal,320,0.44,PLE1533,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,320,0.44,PLE1534,2019-09-23,prob,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A
Puntal,320,0.44,PLE1535,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,321,0.22,PLE1536,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,B
Puntal,321,0.22,PLE1537,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,321,0.22,PLE1538,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,321,0.22,PLE1539,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,321,0.22,PLE1540,2019-09-23,prob,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,B
Puntal,321,0.22,PLE1541,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,322,0.22,PLE1542,2019-09-23,no,smilax,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,323,0.22,PLE1543,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,323,0.22,PLE1544,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,323,0.22,PLE1545,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,323,0.22,PLE1546,2019-09-23,no,rubia,1,NA,NA,SINK,yes,Sylvia communis,Syl.com,A
Puntal,323,0.22,PLE1547,2019-09-23,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,324,0.22,PLE1548,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Sylvia cantillans,Syl.can,A
Puntal,325,0.22,PLE1549,2019-09-23,yes,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,326,0.22,PLE1550,2019-09-23,yes,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,326,0.22,PLE1551,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,326,0.22,PLE1552,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,326,0.22,PLE1553,2019-09-23,no,pistacia,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A
Puntal,326,0.22,PLE1554,2019-09-23,unknown,phillyrea,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A
Puntal,327,0.22,PLE1555,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,327,0.22,PLE1556,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,327,0.22,PLE1557,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,327,0.22,PLE1558,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,327,0.22,PLE1559,2019-09-23,yes,pistacia,1,NA,NA,SINK,yes,NA,NA,NA
Puntal,327,0.22,PLE1560,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,327,0.22,PLE1561,2019-09-23,no,unidentified,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,334,0.22,PLE1562,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Sylvia communis,Syl.com,B
Puntal,335,0.22,PLE1563,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,335,0.22,PLE1564,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,336,0.22,PLE1565,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,336,0.22,PLE1567,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,337,0.22,PLE1568,2019-09-23,prob,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A
Puntal,337,0.22,PLE1569,2019-09-23,unknown,phillyrea,1,NA,NA,SINK,yes,Sylvia hortensis,Syl.hor,A
Puntal,337,0.22,PLE1570,2019-09-23,prob,pistacia,1,NA,NA,SINK,yes,Turdus merula,Tur.mer,B
Puntal,338,0.44,PLE1571,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,338,0.44,PLE1572,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,338,0.44,PLE1573,2019-09-23,yes,pistacia,1,NA,NA,FLOAT,yes,Phoenicurus phoenicurus,Pho.pho,B
Puntal,338,0.44,PLE1574,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,B
Puntal,338,0.44,PLE1575,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,338,0.44,PLE1576,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,338,0.44,PLE1577,2019-09-23,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,338,0.44,PLE1578,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,339,0.22,PLE1579,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,340,0.22,PLE1580,2019-09-23,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,340,0.22,PLE1581,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Saxicola rubicola,Sax.rub,A
Puntal,382,0.22,PLE1582,2019-09-23,unknown,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,382,0.22,PLE1583,2019-09-23,NA,noseed,NA,NA,NA,NA,yes,Sylvia undata,Syl.und,A
Puntal,306,0.22,PLE1584,2019-09-24,no,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,306,0.22,PLE1585,2019-09-24,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,307,0.22,PLE1586,2019-09-24,prob,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,307,0.22,PLE1587,2019-09-24,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,307,0.22,PLE1588,2019-09-24,NA,noseed,NA,NA,NA,NA,yes,Luscinia megarhynchos,Lus.meg,B
Puntal,308,0.22,PLE1589,2019-09-24,prob,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A
Puntal,308,0.22,PLE1590,2019-09-24,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,309,0.22,PLE1592,2019-09-24,prob,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,309,0.22,PLE1593,2019-09-24,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,310,0.22,PLE1594,2019-09-24,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,310,0.22,PLE1595,2019-09-24,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,311,0.22,PLE1596,2019-09-24,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,311,0.22,PLE1597,2019-09-24,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
