site,id_plant,trap_area,id_dropping,date_collection,regurg,seed_sp1,seed_n1,seed_sp2,seed_n2,viability,barcoded,bird_sp,bird_sp_short,bc_criteria
Puntal,322,0.22,PLE2032,2019-11-05,no,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,322,0.22,PLE2033,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,322,0.22,PLE2034,2019-11-05,no,pistacia,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A
Puntal,322,0.22,PLE2035,2019-11-05,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,322,0.22,PLE2036,2019-11-05,prob,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,322,0.22,PLE2037,2019-11-05,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,322,0.22,PLE2038,2019-11-05,unknown,rubia,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A
Puntal,322,0.22,PLE2039,2019-11-05,no,pistacia,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A
Puntal,322,0.22,PLE2040,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,322,0.22,PLE2041,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,324,0.22,PLE2042,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,324,0.22,PLE2043,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,325,0.22,PLE2044,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,325,0.22,PLE2045,2019-11-05,prob,smilax,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A
Puntal,325,0.22,PLE2046,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,326,0.22,PLE2047,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,C
Puntal,326,0.22,PLE2048,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,326,0.22,PLE2049,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,326,0.22,PLE2050,2019-11-05,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A
Puntal,326,0.22,PLE2051,2019-11-05,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,326,0.22,PLE2052,2019-11-05,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,326,0.22,PLE2053,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,330,0.22,PLE2054,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Saxicola rubicola,Sax.rub,A
Puntal,330,0.22,PLE2055,2019-11-05,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,330,0.22,PLE2056,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,C
Puntal,331,0.22,PLE2057,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,331,0.22,PLE2058,2019-11-05,unknown,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,334,0.22,PLE2059,2019-11-05,no,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,334,0.22,PLE2060,2019-11-05,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,B
Puntal,334,0.22,PLE2061,2019-11-05,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,B
Puntal,336,0.22,PLE2062,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,336,0.22,PLE2063,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Sylvia undata,Syl.und,A
Puntal,336,0.22,PLE2064,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,336,0.22,PLE2065,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Phoenicurus phoenicurus,Pho.pho,A
Puntal,337,0.22,PLE2066,2019-11-05,unknown,pistacia,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,B
Puntal,337,0.22,PLE2067,2019-11-05,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,337,0.22,PLE2068,2019-11-05,unknown,pistacia,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A
Puntal,337,0.22,PLE2069,2019-11-05,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,337,0.22,PLE2070,2019-11-05,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,337,0.22,PLE2071,2019-11-05,yes,pistacia,1,NA,NA,FLOAT,yes,Cyanopica cooki,Cya.coo,B
Puntal,337,0.22,PLE2072,2019-11-05,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,337,0.22,PLE2073,2019-11-05,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,338,0.44,PLE2074,2019-11-05,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,338,0.44,PLE2075,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,low_bp_similarity
Puntal,338,0.44,PLE2076,2019-11-05,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,338,0.44,PLE2077,2019-11-05,no,pistacia,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,B
Puntal,338,0.44,PLE2078,2019-11-05,no,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,338,0.44,PLE2079,2019-11-05,no,rubia,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A
Puntal,338,0.44,PLE2080,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,338,0.44,PLE2081,2019-11-05,unknown,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,338,0.44,PLE2082,2019-11-05,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,338,0.44,PLE2083,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,339,0.22,PLE2084,2019-11-05,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,340,0.22,PLE2085,2019-11-05,unknown,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,340,0.22,PLE2086,2019-11-05,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,340,0.22,PLE2087,2019-11-05,unknown,pistacia,1,NA,NA,FLOAT,yes,Sylvia atricapilla,Syl.atr,A
Puntal,383,0.22,PLE2088,2019-11-05,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,383,0.22,PLE2089,2019-11-05,no,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,383,0.22,PLE2090,2019-11-05,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,383,0.22,PLE2091,2019-11-05,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,312,0.22,PLE2092,2019-11-06,unknown,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,312,0.22,PLE2093,2019-11-06,yes,pistacia,1,NA,NA,FLOAT,yes,Sylvia atricapilla,Syl.atr,A
Puntal,312,0.22,PLE2094,2019-11-06,prob,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,312,0.22,PLE2095,2019-11-06,unknown,pistacia,1,NA,NA,SINK,yes,NA,NA,NA
Puntal,312,0.22,PLE2096,2019-11-06,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,312,0.22,PLE2097,2019-11-06,unknown,pistacia,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A
Puntal,313,0.22,PLE2098,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,313,0.22,PLE2099,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,313,0.22,PLE2100,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,313,0.22,PLE2101,2019-11-06,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,B
Puntal,317,0.22,PLE2103,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,317,0.22,PLE2104,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,318,0.22,PLE2105,2019-11-06,unknown,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2106,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2107,2019-11-06,unknown,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2108,2019-11-06,unknown,asparagus,1,NA,NA,SINK,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2109,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,318,0.22,PLE2110,2019-11-06,unknown,asparagus,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A
Puntal,323,0.22,PLE2113,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,323,0.22,PLE2114,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,323,0.22,PLE2115,2019-11-06,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,323,0.22,PLE2116,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,low_bp_similarity
Puntal,323,0.22,PLE2117,2019-11-06,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,323,0.22,PLE2118,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Saxicola rubicola,Sax.rub,A
Puntal,323,0.22,PLE2119,2019-11-06,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,323,0.22,PLE2120,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Saxicola rubicola,Sax.rub,A
Puntal,327,0.22,PLE2121,2019-11-06,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,327,0.22,PLE2122,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,327,0.22,PLE2123,2019-11-06,unknown,smilax,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A
Puntal,332,0.22,PLE2124,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,332,0.22,PLE2125,2019-11-06,unknown,pistacia,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A
Puntal,332,0.22,PLE2126,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,332,0.22,PLE2127,2019-11-06,no,myrtus,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A
Puntal,332,0.22,PLE2128,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,332,0.22,PLE2129,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,332,0.22,PLE2130,2019-11-06,yes,smilax,1,NA,NA,SINK,yes,Erithacus rubecula,Eri.rub,A
Puntal,335,0.22,PLE2131,2019-11-06,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,335,0.22,PLE2132,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,NA,NA,NA
Puntal,335,0.22,PLE2133,2019-11-06,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,335,0.22,PLE2134,2019-11-06,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,335,0.22,PLE2135,2019-11-06,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,301,0.22,PLE2136,2019-11-18,yes,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,301,0.22,PLE2136,2019-11-18,yes,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,301,0.22,PLE2137,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,B
Puntal,301,0.22,PLE2138,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,301,0.22,PLE2139,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,NA,NA,NA
Puntal,301,0.22,PLE2140,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,301,0.22,PLE2141,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,B
Puntal,301,0.22,PLE2142,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Sylvia undata,Syl.und,A
Puntal,302,0.22,PLE2144,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,303,0.22,PLE2145,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,303,0.22,PLE2146,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,303,0.22,PLE2147,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,304,0.44,PLE2148,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,304,0.44,PLE2149,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,304,0.44,PLE2150,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,B
Puntal,304,0.44,PLE2151,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,304,0.44,PLE2152,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Turdus merula,Tur.mer,A
Puntal,304,0.44,PLE2153,2019-11-18,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2154,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Turdus merula,Tur.mer,A
Puntal,304,0.44,PLE2154,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Turdus merula,Tur.mer,A
Puntal,304,0.44,PLE2155,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Turdus merula,Tur.mer,A
Puntal,304,0.44,PLE2156,2019-11-18,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2157,2019-11-18,no,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2158,2019-11-18,no,asparagus,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2159,2019-11-18,no,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2160,2019-11-18,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2161,2019-11-18,unknown,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2162,2019-11-18,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2163,2019-11-18,prob,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2164,2019-11-18,unknown,asparagus,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2165,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,304,0.44,PLE2166,2019-11-18,yes,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2167,2019-11-18,no,rubia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,304,0.44,PLE2168,2019-11-18,no,asparagus,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2169,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,304,0.44,PLE2170,2019-11-18,unknown,smilax,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2171,2019-11-18,no,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,304,0.44,PLE2172,2019-11-18,unknown,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,305,0.22,PLE2173,2019-11-18,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,306,0.22,PLE2175,2019-11-18,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,low_bp_similarity
Puntal,306,0.22,PLE2176,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Chloris chloris,Chl.chl,A
Puntal,306,0.22,PLE2177,2019-11-18,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,B
Puntal,308,0.22,PLE2178,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,308,0.22,PLE2178,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,308,0.22,PLE2178,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,308,0.22,PLE2178,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,308,0.22,PLE2178,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,308,0.22,PLE2178,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,308,0.22,PLE2178,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,308,0.22,PLE2179,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,308,0.22,PLE2179,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,308,0.22,PLE2180,2019-11-18,no,rubia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,308,0.22,PLE2181,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,308,0.22,PLE2182,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,308,0.22,PLE2183,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,309,0.22,PLE2184,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,309,0.22,PLE2184,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,309,0.22,PLE2185,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,309,0.22,PLE2186,2019-11-18,unknown,phillyrea,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,309,0.22,PLE2187,2019-11-18,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,309,0.22,PLE2188,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,310,0.22,PLE2189,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,311,0.22,PLE2190,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,312,0.22,PLE2191,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,312,0.22,PLE2192,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,313,0.22,PLE2193,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,313,0.22,PLE2193,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,313,0.22,PLE2193,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,313,0.22,PLE2193,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,313,0.22,PLE2193,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,313,0.22,PLE2193,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,313,0.22,PLE2194,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,314,0.44,PLE2195,2019-11-18,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,314,0.44,PLE2196,2019-11-18,yes,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,314,0.44,PLE2196,2019-11-18,yes,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,314,0.44,PLE2197,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,314,0.44,PLE2197,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,314,0.44,PLE2198,2019-11-18,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A
Puntal,314,0.44,PLE2198,2019-11-18,unknown,asparagus,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A
Puntal,314,0.44,PLE2199,2019-11-18,unknown,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,314,0.44,PLE2199,2019-11-18,unknown,pistacia,1,NA,NA,NA,no,NA,NA,NA
Puntal,314,0.44,PLE2200,2019-11-18,yes,olea,1,NA,NA,SINK,yes,Sturnus unicolor,Stu.uni,A
Puntal,314,0.44,PLE2201,2019-11-18,no,asparagus,1,NA,NA,SINK,yes,Sylvia atricapilla,Syl.atr,A
Puntal,314,0.44,PLE2202,2019-11-18,NA,noseed,NA,NA,NA,NA,no,NA,NA,NA
Puntal,314,0.44,PLE2203,2019-11-18,yes,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,315,0.22,PLE2204,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,315,0.22,PLE2204,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,315,0.22,PLE2204,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,315,0.22,PLE2205,2019-11-18,no,pistacia,1,NA,NA,FLOAT,yes,Sylvia melanocephala,Syl.mel,A
Puntal,315,0.22,PLE2207,2019-11-18,no,pistacia,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,316,0.22,PLE2208,2019-11-18,no,asparagus,1,NA,NA,SINK,yes,Sylvia melanocephala,Syl.mel,A
Puntal,316,0.22,PLE2209,2019-11-18,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,316,0.22,PLE2210,2019-11-18,unknown,pistacia,1,NA,NA,FLOAT,yes,Erithacus rubecula,Eri.rub,A
Puntal,317,0.22,PLE2211,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Sylvia melanocephala,Syl.mel,A
Puntal,317,0.22,PLE2212,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2213,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2213,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2213,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2213,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2213,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2213,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2213,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2213,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2214,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,318,0.22,PLE2215,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,318,0.22,PLE2216,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,319,0.22,PLE2217,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,319,0.22,PLE2217,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,319,0.22,PLE2217,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Chloris chloris,Chl.chl,A
Puntal,319,0.22,PLE2218,2019-11-18,yes,pistacia,1,NA,NA,FLOAT,yes,Pyrrhula pyrrhula,Pyr.pyr,A
Puntal,320,0.44,PLE2219,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,320,0.44,PLE2219,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,320,0.44,PLE2219,2019-11-18,NA,noseed,NA,NA,NA,NA,yes,Erithacus rubecula,Eri.rub,A
Puntal,320,0.44,PLE2220,2019-11-18,prob,pistacia,1,NA,NA,FLOAT,yes,Fringilla coelebs,Fri.coe,A
Puntal,320,0.44,PLE2221,2019-11-18,no,pistacia,2,NA,NA,FLOAT,yes,Turdus merula,Tur.mer,A
